display_name,publication_date,publication_year,language,relevance_score,primary_location_id,primary_location_display_name,h_index,author_ids,author_names,author_institution_names,author_country,is_oa,oa_url,cited_by_count,cited_by_api_url,referenced_works_count,referenced_works,related_works,topics_display_name,primary_topic_display_name,concepts_display_name,keywords_display_name,sustainable_development_goals_display_name
International aviation and the politics of regime change,1987-01-01,1987,en,352.11566,https://openalex.org/S79519963,International affairs,219,https://openalex.org/A5071781620,Keith Hayward,Staffordshire University,GB,FALSE,,43,https://api.openalex.org/works?filter=cites:W2499867946,0,,https://openalex.org/W2936184523|https://openalex.org/W2566509729|https://openalex.org/W4386926693|https://openalex.org/W4244035922|https://openalex.org/W2497730527|https://openalex.org/W4237970082|https://openalex.org/W79989480|https://openalex.org/W4205509177|https://openalex.org/W4241210941|https://openalex.org/W4382059428,"Past, Present, and Future of International Lawmaking","Past, Present, and Future of International Lawmaking",Aviation|Politics|International relations|Index (typography)|Political science|Economic history|Media studies|Humanities|History|Sociology|Art|Law|Engineering|Computer science|Aerospace engineering|World Wide Web,International Law,
"The politics and economics of ""intermediate regimes""",1973-01-01,1973,en,351.42834,,,,https://openalex.org/A5019690049,Kakkadan Nandanath Raj,,,FALSE,,41,https://api.openalex.org/works?filter=cites:W1531788242,0,,https://openalex.org/W179826166|https://openalex.org/W342955921|https://openalex.org/W606156482|https://openalex.org/W1595863468|https://openalex.org/W1598993160|https://openalex.org/W1756622089|https://openalex.org/W1998625192|https://openalex.org/W2029110354|https://openalex.org/W2050610732|https://openalex.org/W2071899694|https://openalex.org/W2272451999|https://openalex.org/W2322187424|https://openalex.org/W2327198401|https://openalex.org/W2327423254|https://openalex.org/W2330050510|https://openalex.org/W2334854598|https://openalex.org/W2469337171|https://openalex.org/W2478684904|https://openalex.org/W2583637299|https://openalex.org/W3167348884,Critique of Political Economy and Capitalist Development,Critique of Political Economy and Capitalist Development,Proletariat|Agrarian society|Politics|Capitalism|Ideology|Political economy|Population|Investment (military)|Market economy|Ruling class|Economics|Economic system|Political science|Development economics|Sociology|Agriculture|Law|Geography|Demography|Archaeology,Uneven and Combined Development,Decent work and economic growth
Polyarchy: Participation and Opposition.,1972-08-01,1972,en,350.66647,https://openalex.org/S7729845,American quarterly,85,https://openalex.org/A5006889687|https://openalex.org/A5054228792,Robert A. Dahl,Yale University,US,FALSE,,5562,https://api.openalex.org/works?filter=cites:W2083277050,0,,https://openalex.org/W2748952813|https://openalex.org/W182058443|https://openalex.org/W2490768301|https://openalex.org/W3171504412|https://openalex.org/W2490610300|https://openalex.org/W4361003648|https://openalex.org/W39094661|https://openalex.org/W3040061915|https://openalex.org/W4240920334|https://openalex.org/W4386380567,Politics and Economics of Welfare State|The Study of Economic Institutions and Behavior|Critique of Political Economy and Capitalist Development,Politics and Economics of Welfare State,Opposition (politics)|Political science|Law|Politics,Darwinism in Economics,"Peace, justice, and strong institutions"
"Class Interests, Class Politics and Welfare State Regime",1993-06-01,1993,en,349.1371,https://openalex.org/S173252385,British journal of sociology,158,https://openalex.org/A5033233198,Elim Papadakis,,,FALSE,,71,https://api.openalex.org/works?filter=cites:W2332587167,0,,https://openalex.org/W2064170227|https://openalex.org/W2160439961|https://openalex.org/W2154825217|https://openalex.org/W4244635379|https://openalex.org/W2163414076|https://openalex.org/W2978692886|https://openalex.org/W2899084033|https://openalex.org/W2748952813|https://openalex.org/W3023289622|https://openalex.org/W2490521762,Politics and Economics of Welfare State|Depoliticisation in British Politics and Society|Labor Relations and Union Revitalization Studies,Politics and Economics of Welfare State,Class (philosophy)|Politics|Sociology|Welfare state|State (computer science)|Welfare|Social class|Political economy|Law and economics|Political science|Epistemology|Law|Mathematics|Philosophy|Algorithm,Welfare State|Social Policy,
"SECOND EUROPE-ASIA LECTURE: Regime Transition, Uncertainty and Prospects for Democratisation: The Politics of Russia's Regions in a Comparative Perspective",1999-09-01,1999,en,349.0575,https://openalex.org/S115434995,Europe-Asia studies,73,https://openalex.org/A5008328459,Владимир Гельман,,,FALSE,,81,https://api.openalex.org/works?filter=cites:W2327307785,38,https://openalex.org/W944708700|https://openalex.org/W1506907136|https://openalex.org/W1514080634|https://openalex.org/W1533369859|https://openalex.org/W1604115074|https://openalex.org/W1967388384|https://openalex.org/W1968299853|https://openalex.org/W1972280344|https://openalex.org/W1973350443|https://openalex.org/W1981020932|https://openalex.org/W2004838156|https://openalex.org/W2012790447|https://openalex.org/W2021532688|https://openalex.org/W2034446568|https://openalex.org/W2057546552|https://openalex.org/W2061213663|https://openalex.org/W2066899083|https://openalex.org/W2077647611|https://openalex.org/W2093235712|https://openalex.org/W2093748330|https://openalex.org/W2145093996|https://openalex.org/W2309761735|https://openalex.org/W2313071905|https://openalex.org/W2313431614|https://openalex.org/W2318255193|https://openalex.org/W2327197874|https://openalex.org/W2328863846|https://openalex.org/W2334987221|https://openalex.org/W2499820387|https://openalex.org/W2587474634|https://openalex.org/W2797939582|https://openalex.org/W2949129133|https://openalex.org/W2990001872|https://openalex.org/W3122277650|https://openalex.org/W4231850458|https://openalex.org/W4234582830|https://openalex.org/W4247932332|https://openalex.org/W4298413470,https://openalex.org/W2090950262|https://openalex.org/W3187755881|https://openalex.org/W2151655297|https://openalex.org/W605211842|https://openalex.org/W589120969|https://openalex.org/W2347382369|https://openalex.org/W4240106890|https://openalex.org/W2274353484|https://openalex.org/W2094705637|https://openalex.org/W2477537626,Social Movements and Political Conflict Analysis|Transformation of Russian Economy and Society|International Political Interactions,Social Movements and Political Conflict Analysis,Democratization|Perspective (graphical)|Politics|Political science|Transition (genetics)|Development economics|Political economy|Economic system|Democracy|Sociology|Economics|Law|Biochemistry|Artificial intelligence|Computer science|Gene|Chemistry,Democracy|Diplomacy,
"Regimes, Interpretation and the 'Science' of Politics: A Reappraisal",1988-06-01,1988,en,348.9146,https://openalex.org/S157446210,Millennium,89,https://openalex.org/A5082742193,Friedrich Kratochwil,University of Pennsylvania,US,FALSE,,57,https://api.openalex.org/works?filter=cites:W2017273131,13,https://openalex.org/W1504553351|https://openalex.org/W1964619371|https://openalex.org/W2066232109|https://openalex.org/W2147620534|https://openalex.org/W2163484449|https://openalex.org/W2164079995|https://openalex.org/W2291662312|https://openalex.org/W2333564218|https://openalex.org/W2753533763|https://openalex.org/W2796792107|https://openalex.org/W2983658325|https://openalex.org/W3127702745|https://openalex.org/W4235073904,https://openalex.org/W4313320911|https://openalex.org/W4327743144|https://openalex.org/W4245077728|https://openalex.org/W2607424049|https://openalex.org/W3183204001|https://openalex.org/W4206302830|https://openalex.org/W2185941092|https://openalex.org/W4386782890|https://openalex.org/W3210948575|https://openalex.org/W4390922876,International Political Interactions|Foreign Aid and Development Policies|Social Movements and Political Conflict Analysis,International Political Interactions,Interpretation (philosophy)|Politics|Epistemology|Political science|Positive economics|History|Philosophy|Economics|Linguistics|Law,Governance|Diplomacy|Political Institutions,
Can We Trust Measures of Political Trust? Assessing Measurement Equivalence in Diverse Regime Types,2016-07-04,2016,en,348.90186,https://openalex.org/S112952035,Social indicators research,173,https://openalex.org/A5091697953,Irena Schneider,King's College London,GB,TRUE,https://link.springer.com/content/pdf/10.1007/s11205-016-1400-8.pdf,74,https://api.openalex.org/works?filter=cites:W2461823627,48,https://openalex.org/W1530695962|https://openalex.org/W1550075016|https://openalex.org/W1575261247|https://openalex.org/W1725002600|https://openalex.org/W1924579168|https://openalex.org/W1942825562|https://openalex.org/W1963811564|https://openalex.org/W1979359905|https://openalex.org/W1996789175|https://openalex.org/W1999625018|https://openalex.org/W2010578928|https://openalex.org/W2010699191|https://openalex.org/W2012716649|https://openalex.org/W2013383792|https://openalex.org/W2015425569|https://openalex.org/W2031545505|https://openalex.org/W2036518697|https://openalex.org/W2041094138|https://openalex.org/W2089559945|https://openalex.org/W2090699109|https://openalex.org/W2098418305|https://openalex.org/W2100799546|https://openalex.org/W2120951487|https://openalex.org/W2123517089|https://openalex.org/W2125166468|https://openalex.org/W2127406580|https://openalex.org/W2132841365|https://openalex.org/W2133497205|https://openalex.org/W2143015963|https://openalex.org/W2144492336|https://openalex.org/W2148363355|https://openalex.org/W2149458473|https://openalex.org/W2151000531|https://openalex.org/W2151818497|https://openalex.org/W2157335584|https://openalex.org/W2162437324|https://openalex.org/W2165282532|https://openalex.org/W2166145060|https://openalex.org/W2257955735|https://openalex.org/W2316803033|https://openalex.org/W2333692357|https://openalex.org/W3121751792|https://openalex.org/W3122710626|https://openalex.org/W3123058965|https://openalex.org/W4231723790|https://openalex.org/W4232774209|https://openalex.org/W4247932332|https://openalex.org/W4250518967,https://openalex.org/W2067400826|https://openalex.org/W4285415956|https://openalex.org/W1530014516|https://openalex.org/W2796315259|https://openalex.org/W2228857922|https://openalex.org/W3125937235|https://openalex.org/W4206310616|https://openalex.org/W2748094225|https://openalex.org/W2035101227|https://openalex.org/W2070753351,Social Capital and Trust in Communities|Empirical Analysis of Political Behavior and Institutions|Intergroup Relations and Social Identity Theories,Social Capital and Trust in Communities,Measurement invariance|Politics|Autocracy|Confirmatory factor analysis|Sample (material)|Social psychology|Equivalence (formal languages)|Democracy|Political science|Psychology|Sociology|Structural equation modeling|Law|Statistics|Mathematics|Chemistry|Chromatography|Discrete mathematics,Trust,"Peace, justice, and strong institutions"
"Redefining Russia: Hybrid Regimes, Fieldwork, and Russian Politics",2010-11-23,2010,en,343.72412,https://openalex.org/S173657377,Perspectives on politics,152,https://openalex.org/A5033518456,J. Paul Goode,University of Oklahoma,US,FALSE,,49,https://api.openalex.org/works?filter=cites:W2110253865,118,https://openalex.org/W105664592|https://openalex.org/W191129716|https://openalex.org/W271162344|https://openalex.org/W357122092|https://openalex.org/W362762952|https://openalex.org/W601622374|https://openalex.org/W619743663|https://openalex.org/W643118313|https://openalex.org/W845193960|https://openalex.org/W1221154514|https://openalex.org/W1509383136|https://openalex.org/W1518993387|https://openalex.org/W1541509971|https://openalex.org/W1554240379|https://openalex.org/W1597709720|https://openalex.org/W1795629710|https://openalex.org/W1965217193|https://openalex.org/W1968494005|https://openalex.org/W1968736055|https://openalex.org/W1968816406|https://openalex.org/W1969121556|https://openalex.org/W1976406506|https://openalex.org/W1980516735|https://openalex.org/W1981103000|https://openalex.org/W1981190335|https://openalex.org/W1981870178|https://openalex.org/W1982572036|https://openalex.org/W1983760863|https://openalex.org/W1985501506|https://openalex.org/W1990627655|https://openalex.org/W1998471467|https://openalex.org/W2000106957|https://openalex.org/W2000928067|https://openalex.org/W2002952518|https://openalex.org/W2006278994|https://openalex.org/W2014961657|https://openalex.org/W2018031447|https://openalex.org/W2018298021|https://openalex.org/W2020791656|https://openalex.org/W2035775548|https://openalex.org/W2036170976|https://openalex.org/W2037133059|https://openalex.org/W2037615773|https://openalex.org/W2039841525|https://openalex.org/W2047770340|https://openalex.org/W2047962279|https://openalex.org/W2048616206|https://openalex.org/W2048756783|https://openalex.org/W2050984914|https://openalex.org/W2051395383|https://openalex.org/W2055317726|https://openalex.org/W2057906062|https://openalex.org/W2058597049|https://openalex.org/W2059958012|https://openalex.org/W2061213663|https://openalex.org/W2061262395|https://openalex.org/W2063804021|https://openalex.org/W2066140385|https://openalex.org/W2066511003|https://openalex.org/W2069194555|https://openalex.org/W2069524760|https://openalex.org/W2070094124|https://openalex.org/W2071962575|https://openalex.org/W2077556346|https://openalex.org/W2090514746|https://openalex.org/W2107559193|https://openalex.org/W2116088557|https://openalex.org/W2119953557|https://openalex.org/W2133545580|https://openalex.org/W2133586742|https://openalex.org/W2143472667|https://openalex.org/W2145093996|https://openalex.org/W2147130843|https://openalex.org/W2148388782|https://openalex.org/W2149505946|https://openalex.org/W2151843295|https://openalex.org/W2161730388|https://openalex.org/W2162818481|https://openalex.org/W2164427456|https://openalex.org/W2167155027|https://openalex.org/W2168283218|https://openalex.org/W2193475998|https://openalex.org/W2225296161|https://openalex.org/W2264988980|https://openalex.org/W2292246285|https://openalex.org/W2292945715|https://openalex.org/W2312645411|https://openalex.org/W2313071905|https://openalex.org/W2313431614|https://openalex.org/W2314521348|https://openalex.org/W2318255193|https://openalex.org/W2319067679|https://openalex.org/W2322606523|https://openalex.org/W2323942352|https://openalex.org/W2327197874|https://openalex.org/W2333203425|https://openalex.org/W2496868711|https://openalex.org/W2499689994|https://openalex.org/W2514681328|https://openalex.org/W2586656675|https://openalex.org/W2607175520|https://openalex.org/W2607412594|https://openalex.org/W2797602727|https://openalex.org/W3121195480|https://openalex.org/W3122277650|https://openalex.org/W4210598819|https://openalex.org/W4211026987|https://openalex.org/W4211058903|https://openalex.org/W4211182076|https://openalex.org/W4212963424|https://openalex.org/W4213067689|https://openalex.org/W4240307233|https://openalex.org/W4250661620|https://openalex.org/W4254075082|https://openalex.org/W4254879734|https://openalex.org/W4299871581|https://openalex.org/W4300858789|https://openalex.org/W4301016208,https://openalex.org/W2140535326|https://openalex.org/W1987888524|https://openalex.org/W2415594679|https://openalex.org/W2388687352|https://openalex.org/W1607271848|https://openalex.org/W4251121070|https://openalex.org/W2734809835|https://openalex.org/W3190981800|https://openalex.org/W2111385166|https://openalex.org/W2184961913,Social Movements and Political Conflict Analysis|Transformation of Russian Economy and Society|Formation and Impact of the Soviet Empire,Social Movements and Political Conflict Analysis,Scrutiny|Politics|Authoritarianism|Credibility|Political science|Political economy|Discipline|Democracy|Silence|Sociology|Development economics|Law|Economics|Philosophy|Aesthetics,Authoritarianism,"Peace, justice, and strong institutions"
Political Cleavages and Socio-economic Context: How Welfare Regimes and Historical Divisions Shape Political Cleavages,2010-05-01,2010,en,341.91507,https://openalex.org/S179028992,West European politics,128,https://openalex.org/A5037173895,Andrija Henjak,,,FALSE,,60,https://api.openalex.org/works?filter=cites:W2110071203,41,https://openalex.org/W171720695|https://openalex.org/W606008906|https://openalex.org/W949113336|https://openalex.org/W1550602253|https://openalex.org/W1861976667|https://openalex.org/W1906885629|https://openalex.org/W1974102557|https://openalex.org/W1980770347|https://openalex.org/W2006147981|https://openalex.org/W2027022978|https://openalex.org/W2043409025|https://openalex.org/W2075162044|https://openalex.org/W2089143417|https://openalex.org/W2108769219|https://openalex.org/W2109001018|https://openalex.org/W2109944664|https://openalex.org/W2121764765|https://openalex.org/W2121920773|https://openalex.org/W2127174357|https://openalex.org/W2129987220|https://openalex.org/W2140930388|https://openalex.org/W2148314761|https://openalex.org/W2148622234|https://openalex.org/W2157968420|https://openalex.org/W2165396007|https://openalex.org/W2314194833|https://openalex.org/W2314865369|https://openalex.org/W2339263602|https://openalex.org/W2476751231|https://openalex.org/W2484644361|https://openalex.org/W2486595569|https://openalex.org/W2590553000|https://openalex.org/W3216307858|https://openalex.org/W4207042346|https://openalex.org/W4233957991|https://openalex.org/W4238323248|https://openalex.org/W4239899209|https://openalex.org/W4243236302|https://openalex.org/W4298037036|https://openalex.org/W4298050500|https://openalex.org/W4299909821,https://openalex.org/W2386682858|https://openalex.org/W1986135937|https://openalex.org/W789406587|https://openalex.org/W2044693617|https://openalex.org/W2076624483|https://openalex.org/W2017169712|https://openalex.org/W2028394955|https://openalex.org/W2095243433|https://openalex.org/W752171456|https://openalex.org/W2391468747,Politics and Economics of Welfare State|Empirical Analysis of Political Behavior and Institutions|Populism in Contemporary Politics,Politics and Economics of Welfare State,Politics|Dominance (genetics)|Welfare state|Context (archaeology)|Value (mathematics)|Welfare|Economics|Survey data collection|Political economy|Economic system|Economic geography|Political science|Development economics|Geography|Market economy|Law|Archaeology|Biochemistry|Chemistry|Statistics|Mathematics|Machine learning|Computer science|Gene,Party Polarization|Policy Formation|Political Economy,
Anarchy is what states make of it: the social construction of power politics,1992-01-01,1992,en,340.76,https://openalex.org/S160686149,International organization,225,https://openalex.org/A5038033797,Alexander Wendt,Ohio State University,US,TRUE,https://dergipark.org.tr/tr/download/article-file/540255,4277,https://api.openalex.org/works?filter=cites:W2150518915,77,https://openalex.org/W1594302858|https://openalex.org/W1915872587|https://openalex.org/W1931483237|https://openalex.org/W1966142455|https://openalex.org/W1967481022|https://openalex.org/W1968515808|https://openalex.org/W1971144627|https://openalex.org/W1972602235|https://openalex.org/W1980841724|https://openalex.org/W1981899631|https://openalex.org/W1983306268|https://openalex.org/W1985524123|https://openalex.org/W1986526912|https://openalex.org/W1992102415|https://openalex.org/W1997074989|https://openalex.org/W2005097862|https://openalex.org/W2007147573|https://openalex.org/W2024460106|https://openalex.org/W2026423705|https://openalex.org/W2037807711|https://openalex.org/W2040347828|https://openalex.org/W2045204067|https://openalex.org/W2046863913|https://openalex.org/W2050688801|https://openalex.org/W2065968075|https://openalex.org/W2079695567|https://openalex.org/W2083343825|https://openalex.org/W2083650049|https://openalex.org/W2086459398|https://openalex.org/W2089048733|https://openalex.org/W2091540110|https://openalex.org/W2093981945|https://openalex.org/W2103148109|https://openalex.org/W2111883735|https://openalex.org/W2113225645|https://openalex.org/W2121136903|https://openalex.org/W2123831532|https://openalex.org/W2124483261|https://openalex.org/W2126248070|https://openalex.org/W2132656124|https://openalex.org/W2144065908|https://openalex.org/W2147620534|https://openalex.org/W2150322100|https://openalex.org/W2153452406|https://openalex.org/W2157723157|https://openalex.org/W2161813897|https://openalex.org/W2164079995|https://openalex.org/W2275917688|https://openalex.org/W2313530346|https://openalex.org/W2316309135|https://openalex.org/W2318613832|https://openalex.org/W2320310664|https://openalex.org/W2321845160|https://openalex.org/W2322708553|https://openalex.org/W2323527919|https://openalex.org/W2323962704|https://openalex.org/W2324914690|https://openalex.org/W2324937644|https://openalex.org/W2325609736|https://openalex.org/W2332162602|https://openalex.org/W2333314148|https://openalex.org/W2333315071|https://openalex.org/W2335182301|https://openalex.org/W2500630734|https://openalex.org/W2786914776|https://openalex.org/W2989876466|https://openalex.org/W3023856917|https://openalex.org/W4211124804|https://openalex.org/W4230800277|https://openalex.org/W4234242983|https://openalex.org/W4240826457|https://openalex.org/W4242012000|https://openalex.org/W4242828563|https://openalex.org/W4249746737|https://openalex.org/W4254761454|https://openalex.org/W4255438567|https://openalex.org/W4376463362,https://openalex.org/W2051576318|https://openalex.org/W2597181566|https://openalex.org/W1990281286|https://openalex.org/W2359268577|https://openalex.org/W3167904836|https://openalex.org/W2160335825|https://openalex.org/W2367783347|https://openalex.org/W3037674524|https://openalex.org/W4285275281|https://openalex.org/W4379392394,International Political Interactions|Theoretical Perspectives on Global Justice|Social Movements and Political Conflict Analysis,International Political Interactions,Politics|Power (physics)|State (computer science)|International relations|Political science|Law and economics|International relations theory|Action (physics)|Political economy|Economic system|Sociology|Law|Economics|Computer science|Physics|Algorithm|Quantum mechanics,Authoritarianism,
Regime type and politics in Ukraine under Kuchma,2005-06-01,2005,en,340.52765,https://openalex.org/S200446109,Communist and post-communist studies,56,https://openalex.org/A5078246562,Taras Kuzio,George Washington University,US,FALSE,,55,https://api.openalex.org/works?filter=cites:W2034392560,31,https://openalex.org/W1081530696|https://openalex.org/W1580842674|https://openalex.org/W1585903907|https://openalex.org/W1965915571|https://openalex.org/W1966624301|https://openalex.org/W1966665507|https://openalex.org/W1969387608|https://openalex.org/W1970167795|https://openalex.org/W1994018121|https://openalex.org/W2007396072|https://openalex.org/W2025864265|https://openalex.org/W2028524182|https://openalex.org/W2033141709|https://openalex.org/W2039990354|https://openalex.org/W2048152162|https://openalex.org/W2066144955|https://openalex.org/W2069194555|https://openalex.org/W2080860766|https://openalex.org/W2082623525|https://openalex.org/W2107559193|https://openalex.org/W2121685198|https://openalex.org/W2148388782|https://openalex.org/W2149303327|https://openalex.org/W2151843295|https://openalex.org/W2167155027|https://openalex.org/W2169814545|https://openalex.org/W2244931678|https://openalex.org/W2312862901|https://openalex.org/W4254075082|https://openalex.org/W4255246481|https://openalex.org/W4285719527,https://openalex.org/W2132350913|https://openalex.org/W4286558458|https://openalex.org/W2895823980|https://openalex.org/W2484937358|https://openalex.org/W4321496561|https://openalex.org/W2388235990|https://openalex.org/W2511431888|https://openalex.org/W2003463155|https://openalex.org/W2980119548|https://openalex.org/W2385474510,Social Movements and Political Conflict Analysis|The Sustainability and Future of Unrecognized Quasi-States|Transformation of Russian Economy and Society,Social Movements and Political Conflict Analysis,Authoritarianism|Polity|Opposition (politics)|Victory|Political economy|Political science|Democracy|Politics|Economic system|Democratization|Development economics|Economics|Law,Democracy,"Peace, justice, and strong institutions"
Agents of the Regime? Traditional Leaders and Electoral Politics in South Africa,2018-04-01,2018,en,340.104,https://openalex.org/S95650557,The journal of politics/The Journal of politics,206,https://openalex.org/A5047218007|https://openalex.org/A5088867825,Daniel de Kadt|Horacio Larreguy,University of California System|Harvard University Press,US|US,FALSE,,80,https://api.openalex.org/works?filter=cites:W3124017497,57,https://openalex.org/W8198091|https://openalex.org/W626570804|https://openalex.org/W628946786|https://openalex.org/W1577374743|https://openalex.org/W1590498237|https://openalex.org/W1607865407|https://openalex.org/W1899135329|https://openalex.org/W1934563563|https://openalex.org/W1942340982|https://openalex.org/W1965144961|https://openalex.org/W1977334365|https://openalex.org/W1979352513|https://openalex.org/W1993420606|https://openalex.org/W1994699289|https://openalex.org/W1996427782|https://openalex.org/W2000595128|https://openalex.org/W2001987117|https://openalex.org/W2004326945|https://openalex.org/W2005766068|https://openalex.org/W2006154336|https://openalex.org/W2018482488|https://openalex.org/W2027193018|https://openalex.org/W2039601976|https://openalex.org/W2063813679|https://openalex.org/W2080360912|https://openalex.org/W2090856180|https://openalex.org/W2091556807|https://openalex.org/W2101298603|https://openalex.org/W2102805266|https://openalex.org/W2107944243|https://openalex.org/W2111726427|https://openalex.org/W2116528100|https://openalex.org/W2123128104|https://openalex.org/W2123405189|https://openalex.org/W2124727181|https://openalex.org/W2140939725|https://openalex.org/W2142243724|https://openalex.org/W2149377743|https://openalex.org/W2149541533|https://openalex.org/W2154479007|https://openalex.org/W2154898632|https://openalex.org/W2163339733|https://openalex.org/W2169278049|https://openalex.org/W2171225164|https://openalex.org/W2316994710|https://openalex.org/W2441078459|https://openalex.org/W2903054639|https://openalex.org/W3123821059|https://openalex.org/W3124568416|https://openalex.org/W4214497822|https://openalex.org/W4235694408|https://openalex.org/W4239376823|https://openalex.org/W4245209483|https://openalex.org/W4253784688|https://openalex.org/W4290961017|https://openalex.org/W4300456626|https://openalex.org/W4301105695,https://openalex.org/W2475416227|https://openalex.org/W2239510609|https://openalex.org/W4386106790|https://openalex.org/W2171114985|https://openalex.org/W3121336575|https://openalex.org/W3123696707|https://openalex.org/W3125950882|https://openalex.org/W4386639330|https://openalex.org/W2386104528|https://openalex.org/W2883919278,Social Movements and Political Conflict Analysis|Gender Representation in Political Science Research|Influence of Culture on Economic and Social Development,Social Movements and Political Conflict Analysis,Status quo|Incentive|Economic rent|Politics|Ethnic group|Political science|Power (physics)|State (computer science)|Political economy|Electoral politics|Public administration|Democracy|Economics|Law|Market economy|Physics|Algorithm|Quantum mechanics|Computer science,Political Representation,
Knowledge Regimes and Comparative Political Economy*,2010-12-10,2010,en,336.79922,https://openalex.org/S4306463708,Oxford University Press eBooks,552,https://openalex.org/A5038573100|https://openalex.org/A5050175581,John L. Campbell|Ove K. Pedersen,University of Wisconsin-Parkside|Copenhagen Business School,US|DK,TRUE,https://research.cbs.dk/files/59064785/wp_cbp_2008_48.pdf,38,https://api.openalex.org/works?filter=cites:W2158555066,37,https://openalex.org/W4371184|https://openalex.org/W59570615|https://openalex.org/W147691332|https://openalex.org/W172274565|https://openalex.org/W608607755|https://openalex.org/W1533244028|https://openalex.org/W1565114717|https://openalex.org/W1581235435|https://openalex.org/W1583968191|https://openalex.org/W1588299126|https://openalex.org/W1967668133|https://openalex.org/W1972123116|https://openalex.org/W1977913013|https://openalex.org/W1988111428|https://openalex.org/W1989544538|https://openalex.org/W2000270936|https://openalex.org/W2011264014|https://openalex.org/W2012081524|https://openalex.org/W2012729015|https://openalex.org/W2024760548|https://openalex.org/W2026730010|https://openalex.org/W2032233602|https://openalex.org/W2062110126|https://openalex.org/W2063355130|https://openalex.org/W2071410449|https://openalex.org/W2099828324|https://openalex.org/W2100692840|https://openalex.org/W2101235432|https://openalex.org/W2109467810|https://openalex.org/W2124536510|https://openalex.org/W2139460564|https://openalex.org/W2170087628|https://openalex.org/W2473084597|https://openalex.org/W2512192433|https://openalex.org/W2798540874|https://openalex.org/W2990626479|https://openalex.org/W3023322914,https://openalex.org/W1574716046|https://openalex.org/W1772524023|https://openalex.org/W2407182748|https://openalex.org/W4301937836|https://openalex.org/W2500830590|https://openalex.org/W3186984283|https://openalex.org/W1502198272|https://openalex.org/W2018350356|https://openalex.org/W2011788350|https://openalex.org/W2017540542,Politics and Economics of Welfare State|European Integration and Governance Dynamics|Impact of Political Connections on Business Strategies,Politics and Economics of Welfare State,Politics|Political economy|Comparative politics|Political science|Economic system|Economics|Law,Political Economy|Political Dynamics|Governance,
"Policy ideas, knowledge regimes and comparative political economy",2015-04-01,2015,en,333.09885,https://openalex.org/S147547362,Socio-economic review,86,https://openalex.org/A5049834363|https://openalex.org/A5050175581,John Campbell|Ove K. Pedersen,Copenhagen Business School|Dartmouth College|Copenhagen Business School,DK|US|DK,FALSE,,47,https://api.openalex.org/works?filter=cites:W2325652415,34,https://openalex.org/W4371184|https://openalex.org/W81153387|https://openalex.org/W136945819|https://openalex.org/W172274565|https://openalex.org/W302835844|https://openalex.org/W942269889|https://openalex.org/W1533244028|https://openalex.org/W1562482891|https://openalex.org/W1981425990|https://openalex.org/W1985569659|https://openalex.org/W1989544538|https://openalex.org/W2016001783|https://openalex.org/W2047097035|https://openalex.org/W2086350294|https://openalex.org/W2097780461|https://openalex.org/W2100692840|https://openalex.org/W2157441223|https://openalex.org/W2251537563|https://openalex.org/W2502867184|https://openalex.org/W3101976787|https://openalex.org/W3123282572|https://openalex.org/W3188828349|https://openalex.org/W4210435018|https://openalex.org/W4210965210|https://openalex.org/W4211161834|https://openalex.org/W4229738978|https://openalex.org/W4230466286|https://openalex.org/W4234022318|https://openalex.org/W4237353928|https://openalex.org/W4238399289|https://openalex.org/W4242302141|https://openalex.org/W4245671161|https://openalex.org/W4255003287|https://openalex.org/W4256658305,https://openalex.org/W4301937836|https://openalex.org/W3186984283|https://openalex.org/W2748952813|https://openalex.org/W2011788350|https://openalex.org/W1533898226|https://openalex.org/W2064732540|https://openalex.org/W2602944262|https://openalex.org/W2500830590|https://openalex.org/W4253914889|https://openalex.org/W2107822359,Politics and Economics of Welfare State|European Integration and Governance Dynamics|Financialization of the Economy,Politics and Economics of Welfare State,Politics|Sociology|Management|Political science|Economic history|Economics|Law,Political Economy|Institutional Change|Governance,"Peace, justice, and strong institutions"
Regime change in Australian capitalism: towards an historical political economy of regulation,2002-11-01,2002,en,332.98926,https://openalex.org/S108455820,Australian economic history review,41,https://openalex.org/A5031245283,Christopher Lloyd,Australian National University,AU,TRUE,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1467-8446.t01-1-00034,52,https://api.openalex.org/works?filter=cites:W2041401941,0,,https://openalex.org/W2300726433|https://openalex.org/W2801622120|https://openalex.org/W2164141394|https://openalex.org/W1967649051|https://openalex.org/W3036524962|https://openalex.org/W4240977217|https://openalex.org/W2508088450|https://openalex.org/W4214750239|https://openalex.org/W2389434635|https://openalex.org/W2279908259,Critique of Political Economy and Capitalist Development,Critique of Political Economy and Capitalist Development,Capitalism|Protectionism|Historicity (philosophy)|Politics|Agency (philosophy)|Political economy|Compromise|Institutionalism|Economics|Capital (architecture)|Economic system|Neoclassical economics|Economy|Sociology|Political science|Market economy|Social science|Law|History|Archaeology,Capitalism,Decent work and economic growth
